Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD
I1,21-12-2003,Lazio,Inter,2,1,H,1,1,D,2.4,3,2.75,2.6,2.9,2.65,2.3,2.8,2.9,2.375,3,2.75,2.4,3,2.75,2.4,3,2.75,2.5,2.8,2.75,1.79,1.9,1.9,1.9,1.88,1.96,0,1.9,1.95,0,1.875,2.025,0,A. Giannoccaro,8,11,4,6,20,18,4,3,1,0,0,0,4,2.8,2.1,3.8,2.9,2.05,3.4,3,2.1,3.4,3
I1,21-12-2003,Lecce,Juventus,1,1,D,1,0,H,6,3.4,1.533,7,3.45,1.5,4.8,3.3,1.6,6.5,3.25,1.5,6,3.4,1.53,6,3.4,1.53,6,3.4,1.5,1.75,1.95,1.85,1.95,1.9,1.95,1,1.95,1.9,1,1.925,1.975,1,S. Farina,14,5,2,2,22,30,8,3,2,3,0,0,2.25,2.87,3.5,2.2,2.8,3.45,2.15,2.85,3.55,2.2,2.8
I1,21-12-2003,Milan,Udinese,1,2,A,0,1,A,1.36,4,7.5,1.35,4.1,8.5,1.35,3.8,7.5,1.36,3.75,8,1.33,4,8.5,1.33,4,8.5,1.28,4.33,8.5,1.79,1.9,1.85,1.95,,,,1.9,1.95,-1.25,1.975,1.925,-1.25,D. Tombolini,18,10,6,3,14,22,3,0,1,3,0,0,1.2,6,13,1.16,5.9,15,1.2,5.6,12,1.17,5.5
I1,21-12-2003,Perugia,Brescia,2,2,D,1,1,D,2.2,2.75,3.4,2.1,2.8,3.75,2.2,2.6,3.3,2.2,2.6,3.5,2.2,2.75,3.4,2.2,2.75,3.4,2.2,2.62,3.5,1.95,1.75,1.9,1.9,1.85,2,-0.25,1.8,2.05,-0.25,1.875,2.025,-0.25,P. Mazzoleni,5,5,3,2,18,20,0,6,2,3,0,0,2.87,3,2.5,2.85,2.85,2.5,2.85,2.9,2.5,2.8,2.7
I1,21-12-2003,Sampdoria,Modena,1,1,D,0,1,A,1.727,3,5,1.75,3,5,1.75,2.8,4.8,1.667,3.2,5,1.8,3,4.5,1.8,3,4.5,1.72,2.87,5,2.05,1.65,2.05,1.75,2.05,1.8,-0.75,2.05,1.8,-0.75,2.1,1.8,-0.75,P. Dondarini,6,9,3,1,23,12,2,7,3,3,0,0,3.1,3,2.37,2.85,3,2.4,3.1,3,2.3,3,2.9
I1,21-12-2003,Siena,Bologna,0,0,D,0,0,D,1.909,2.9,4,1.85,2.9,4.65,1.9,2.8,4,1.8,2.875,4.5,1.91,2.9,4,1.9,2.9,4,1.83,2.87,4.33,1.95,1.75,2.05,1.75,1.9,1.95,-0.5,1.9,1.95,-0.5,1.925,1.975,-0.5,P. Tagliavento,12,12,8,8,20,16,5,9,1,3,1,0,2.3,2.87,3.4,2.2,2.9,3.35,2.2,2.9,3.4,2.3,2.7
I1,06-01-2004,Ancona,Parma,0,2,A,0,1,A,3,3,2.25,2.9,3,2.3,2.8,2.9,2.3,3,2.88,2.25,3.1,3.1,2.1,3.1,3.1,2.1,3.1,2.87,2.2,1.95,1.75,,,,,,1.9,1.95,0.25,,,,S. Racalbuto,11,4,6,3,14,24,3,3,0,0,0,0,1.14,6.5,21,1.14,6.1,18,1.15,6,17,1.12,6.5
I1,06-01-2004,Bologna,Empoli,2,1,H,1,1,D,1.61,3.2,5.5,1.65,3.2,5.25,1.6,3.3,4.8,1.67,3.2,5,1.67,3.2,5,1.67,3.2,5,1.53,3.25,6,2,1.71,,,1.85,2,-0.75,1.85,2,-0.75,1.875,2.025,-0.75,M. Trefoloni,12,14,6,5,20,12,5,8,2,1,0,0,5,3.3,1.72,4.25,3.4,1.75,4.45,3.25,1.77,4.5,3.1
I1,06-01-2004,Brescia,Siena,4,2,H,2,1,H,2,3,3.5,2.2,2.7,3.5,2.2,2.6,3.3,2,2.8,3.75,2.1,2.8,3.5,2.1,2.8,3.5,2,2.75,3.8,2,1.71,,,1.85,2,-0.25,1.8,2.05,-0.25,1.875,2.025,-0.25,M. Bergonzi,7,9,2,5,24,23,3,2,2,1,0,0,2.62,3,2.75,2.65,2.95,2.6,2.65,2.95,2.6,2.6,2.8
I1,06-01-2004,Inter,Lecce,3,1,H,0,1,A,1.2,5,12,1.2,5.5,11,1.2,5,10,1.22,5,10,1.2,5.25,11,1.2,5.25,11,1.16,5.5,12,1.55,2.25,,,1.95,1.9,-1.5,1.9,1.95,-1.5,1.95,1.95,-1.5,N. Ayroldi,9,8,5,3,22,24,6,4,3,1,1,0,2.37,3.1,3,2.45,3.1,2.7,2.4,3,2.9,2.4,2.9
I1,06-01-2004,Juventus,Perugia,1,0,H,1,0,H,1.2,5,12,1.2,5.5,11,1.25,4.5,9,1.2,5,11,1.2,5.25,11,1.2,5.25,11,1.2,5,11,1.5,2.35,,,1.85,2,-1.5,1.85,2,-1.5,1.8,2.1,-1.5,O. Pantana,1,7,0,2,18,19,1,3,3,2,1,0,2,3.1,4,1.95,2.95,4,1.95,3,4,2,2.9
I1,06-01-2004,Modena,Chievo,0,3,A,0,1,A,2.25,3,3,2.3,2.8,3.15,2.2,2.8,3.1,2.25,2.88,3,2.25,2.88,3.1,2.25,2.88,3.1,2.3,2.8,3,2.15,1.6,,,2.05,1.8,-0.25,2,1.85,-0.25,2,1.9,-0.25,T. Pieri,10,13,5,4,19,19,3,3,2,3,0,0,5,3,1.72,5.5,3.2,1.65,5.25,3.2,1.67,4.5,3.1
I1,06-01-2004,Reggina,Lazio,2,1,H,0,1,A,3.5,3,2,3.25,2.95,2.15,3.2,2.9,2.1,3.4,3,2,3.25,3,2.1,3.25,3,2.1,3.8,2.75,2,1.9,1.79,,,1.85,2,0.25,1.85,2,0.25,1.9,2,0.25,A. De Marco,15,9,8,3,18,15,8,2,1,0,0,0,1.2,4.5,17,1.19,5.5,13,1.21,5.25,12,1.25,4.5
I1,06-01-2004,Roma,Milan,1,2,A,1,1,D,2.2,3,3.5,2,2.9,3.75,2,2.8,3.6,2,3,3.4,2.1,2.88,3.5,2.05,2.88,3.6,2.1,2.87,3.3,1.95,1.75,,,1.95,1.9,-0.25,1.9,1.95,-0.25,1.95,1.95,-0.25,D. Messina,,,,,,,,,0,3,0,0,2.87,3,2.3,3.25,2.95,2.2,3.1,3,2.25,3.1,2.9
I1,06-01-2004,Udinese,Sampdoria,0,1,A,0,0,D,1.9,3,4,2,2.8,4,2.1,2.7,3.5,1.91,2.88,4,2,2.88,3.75,2,2.88,3.75,2,2.75,3.8,2,1.71,,,1.8,2.05,-0.25,,,,1.775,2.125,-0.25,L. Marelli,,,,,,,,,0,0,0,0,1.8,3,4.33,1.8,3.15,4.5,1.8,3.15,4.4,1.7,3
I1,10-01-2004,Chievo,Udinese,0,0,D,0,0,D,2.1,3,3.25,2.25,2.95,3.1,2.2,2.9,3,2.1,3,3.2,2.1,3,3.25,2.1,3,3.25,2.1,2.87,3.3,1.9,1.79,1.9,1.9,1.95,1.9,-0.25,1.9,1.95,-0.25,1.95,1.95,-0.25,N. Rizzoli,,,,,,,,,2,3,0,0,3.25,3,2.1,3.05,3,2.3,3.25,3,2.2,3.4,3
I1,10-01-2004,Parma,Inter,1,0,H,1,0,H,,,,3.45,3.15,2,3.1,3,2.1,3,3.2,2.1,3.5,3.2,1.91,3.3,3.2,2,3.4,3,2,1.9,1.79,,,1.85,2,0.5,1.8,2.05,0.5,,,,F. Squillace,,,,,,,,,5,3,0,0,1.61,3.25,5.5,1.65,3.15,5.75,1.65,3.25,5.75,1.6,3.2
I1,11-01-2004,Empoli,Ancona,2,0,H,0,0,D,1.8,3,4.33,1.8,3.1,4.5,1.85,2.9,4,1.8,3.2,4,1.83,3,4.2,1.83,3,4.2,1.8,2.9,4.5,2.05,1.65,2.05,1.75,2,1.85,-0.75,1.95,1.9,-0.75,2.05,1.85,-0.75,N. Stefanini,,,,,,,,,2,3,0,1,1.9,3,3.8,2,2.85,4,1.95,3,4,1.9,2.9
I1,11-01-2004,Lazio,Brescia,0,1,A,0,1,A,1.5,3.4,6.5,1.55,3.4,6.25,1.5,3.4,5.6,1.5,3.25,6.5,1.53,3.5,5.5,1.53,3.4,6,1.44,3.5,7,1.75,1.95,1.8,2,1.95,1.9,-0.75,1.95,1.9,-0.75,1.95,1.95,-0.75,G. Gava,,,,,,,,,1,1,0,0,1.66,3.2,5,1.7,3.15,5.15,1.7,3.2,5,1.7,3
I1,11-01-2004,Lecce,Bologna,1,2,A,1,1,D,2.25,3,3,2.28,2.85,3.15,2.2,2.7,3.2,2.25,2.75,3.2,2.3,2.8,3.1,2.3,2.8,3.1,2.25,2.75,3.2,2.05,1.65,2.1,1.7,2.05,1.8,-0.25,2.05,1.8,-0.25,2.05,1.85,-0.25,S. Cassara',,,,,,,,,2,3,0,1,2.4,2.75,3,2.45,2.9,2.9,2.4,2.85,3,2.4,2.8
I1,11-01-2004,Milan,Reggina,3,1,H,1,1,D,1.25,4.5,11,1.23,5,12,1.22,4.8,9.5,1.22,5,10,1.25,4.75,10,1.25,4.75,10,1.2,5,11,1.71,2,1.75,2.05,1.9,1.95,-1.5,1.95,1.9,-1.5,1.975,1.925,-1.5,E. Morganti,,,,,,,,,2,3,0,0,1.8,3,4.33,1.85,3.05,4.4,1.85,3,4.5,1.8,3
I1,11-01-2004,Perugia,Roma,0,1,A,0,1,A,5.5,3,1.66,4.85,3.15,1.72,4,3.2,1.75,5,3.25,1.62,4.75,3.1,1.73,4.75,3.1,1.73,5.5,2.9,1.66,1.79,1.9,1.85,1.95,2.05,1.8,0.5,2,1.85,0.5,2.075,1.825,0.5,R. Herberg,,,,,33,34,2,3,1,4,0,0,1.28,5,10,1.25,4.75,11.5,1.25,4.75,11,1.33,4
I1,11-01-2004,Sampdoria,Juventus,1,2,A,0,1,A,4.2,3.1,1.9,4.25,3.1,1.85,3.6,3,1.9,4,3.2,1.8,3.75,3.1,1.91,3.75,3.1,1.91,4.2,3,1.8,1.9,1.79,1.95,1.85,2,1.85,0.5,1.9,1.95,0.5,1.95,1.95,0.5,M. Gabriele,,,,,24,20,3,6,4,3,0,0,2.1,3,3.75,2.1,2.95,3.55,2.1,3,3.4,2.1,2.7
I1,11-01-2004,Siena,Modena,4,0,H,2,0,H,1.9,2.9,4,2,2.85,4,2,2.7,3.8,1.8,3.2,4,2,2.88,3.75,2,2.88,3.75,1.9,3,3.75,2,1.71,2.15,1.66,2,1.85,-0.5,2.05,1.8,-0.5,2.05,1.85,-0.5,M. De Santis,9,5,5,3,23,20,3,6,4,2,0,1,2.3,3,3.25,2.2,2.85,3.4,2.15,2.9,3.4,2.1,2.7
I1,17-01-2004,Modena,Lazio,1,1,D,0,1,A,2.87,3.2,2.2,3.1,3,2.2,2.7,3,2.3,2.88,3,2.25,3,3,2.25,3,3,2.25,3.2,2.8,2.2,2,1.71,2.05,1.75,1.85,2,0.25,1.9,1.95,0.25,1.9,2,0.25,D. Messina,16,7,5,3,20,19,5,3,2,3,0,0,2.75,2.87,2.75,2.5,2.95,2.8,2.55,2.9,2.7,2.6,2.9
I1,17-01-2004,Udinese,Parma,1,1,D,1,0,H,2.25,3.1,2.87,2.3,2.9,3,2.1,2.9,3.2,2.25,3,2.88,2.25,3,3,2.25,3,3,2.37,2.9,2.8,1.95,1.75,2,1.8,2.05,1.8,-0.25,2,1.85,-0.25,2.1,1.8,-0.25,M. Mazzoleni,15,8,9,3,22,10,7,3,0,3,0,0,1.16,6,19,1.17,5.7,15,1.15,6,15,1.17,5.5
I1,18-01-2004,Ancona,Perugia,0,0,D,0,0,D,2.62,3.1,2.4,2.75,3,2.4,2.7,2.8,2.5,2.62,2.88,2.5,2.62,3.1,2.4,2.62,3.1,2.4,2.9,2.9,2.3,2.05,1.65,2.05,1.75,1.8,2.05,0.25,1.85,2,0.25,1.775,2.125,0.25,D. Tombolini,9,13,5,7,23,15,2,7,1,0,0,0,2.1,3,3.75,2,3,3.75,2,3,3.7,2,2.8
I1,18-01-2004,Bologna,Chievo,3,1,H,3,1,H,2.25,2.87,3.1,2.3,2.9,3,2.2,2.7,3.2,2.2,2.8,3.2,2.2,2.88,3.2,2.2,2.88,3.2,2.25,2.8,3.1,1.85,1.85,1.95,1.85,2.05,1.8,-0.25,2,1.85,-0.25,1.975,1.925,-0.25,S. Racalbuto,,,,,,,,,1,1,0,1,2.6,2.87,2.9,2.45,2.95,2.85,2.4,2.9,2.9,2.5,2.7
I1,18-01-2004,Brescia,Milan,0,1,A,0,0,D,4.5,3.2,1.83,4.5,3,1.8,4,2.8,1.9,4.33,3.2,1.73,4,3.1,1.83,4,3.1,1.83,4.33,2.87,1.83,1.85,1.85,2,1.8,2.05,1.8,0.5,1.95,1.9,0.5,1.95,1.95,0.5,S. Farina,9,7,4,4,27,25,3,7,4,4,0,0,3.1,3.1,2.3,3.2,3,2.2,3.2,3,2.2,2.8,2.9
I1,18-01-2004,Inter,Empoli,0,1,A,0,0,D,1.2,5,12,1.17,5.5,13,1.17,5.2,12,1.17,5.5,12,1.18,5.5,12,1.18,5.5,12,1.12,6,15,1.55,2.25,1.66,2.15,1.8,2.05,-1.5,1.8,2.05,-1.5,1.825,2.075,-1.5,P. Bertini,6,6,3,2,10,16,2,8,1,3,0,0,1.9,3.1,4.33,1.87,3.1,4.15,1.85,3.1,4.2,1.9,3
I1,18-01-2004,Juventus,Siena,4,2,H,2,0,H,1.22,5,10,1.2,5.1,12,1.25,4.5,9,1.25,4.5,10,1.22,5,10,1.22,5,10,1.2,5,11,1.65,2.05,1.66,2.15,1.9,1.95,-1.5,1.9,1.95,-1.5,1.925,1.975,-1.5,M. Trefoloni,8,8,2,5,20,21,8,4,2,3,0,0,1.66,3.4,5.5,1.65,3.25,5.35,1.67,3.35,5.25,1.65,3.2
I1,18-01-2004,Reggina,Lecce,1,3,A,1,2,A,1.8,3,4.33,1.8,3,4.5,1.75,2.9,4.6,1.8,3,4.33,1.8,3,4.33,1.8,3,4.33,1.72,2.9,5,1.39,1.79,1.95,1.85,1.8,2.05,-0.5,1.9,1.95,-0.5,1.925,1.975,-0.5,T. Pieri,,,,,20,30,3,7,2,3,0,0,6,3.2,1.66,5.5,3.2,1.65,5.5,3.1,1.7,4.4,3
I1,18-01-2004,Roma,Sampdoria,3,1,H,1,1,D,1.4,3.75,10,1.4,3.7,8,1.4,3.7,6.5,1.36,3.75,8,1.4,3.6,8,1.4,3.6,8,1.4,3.5,8,1.79,1.9,1.95,1.85,1.75,2.1,-1,1.85,2,-1,1.775,2.125,-1,R. Rosetti,,,,,20,26,2,3,4,4,0,1,2.5,3,2.9,2.4,3,2.85,2.45,2.9,2.9,2.4,2.8
I1,24-01-2004,Sampdoria,Reggina,2,0,H,1,0,H,1.66,3,5.5,1.72,3,5.1,1.7,2.9,4.8,1.62,3.25,5,1.73,3,5,1.73,3,5,1.72,2.9,5,1.9,1.79,1.95,1.85,2,1.85,-0.75,2.1,1.75,-0.75,2.05,1.85,-0.75,P. Rodomonti,4,12,3,6,22,23,4,7,2,4,0,0,1.83,3,5,1.85,3,4.5,1.85,3,4.65,1.9,2.7
I1,24-01-2004,Siena,Perugia,2,1,H,0,1,A,1.72,3,5,1.8,3,4.75,1.8,2.8,4.4,1.73,2.88,5,1.8,3,4.33,1.8,3,4.33,1.8,2.9,4.5,1.85,1.85,1.9,1.9,1.9,1.95,-0.5,1.95,1.9,-0.5,1.975,1.925,-0.5,L. Banti,10,9,4,3,25,16,7,3,2,3,0,1,2.3,3,3.2,2.4,2.85,3,2.3,3,3.1,2.2,2.9
I1,25-01-2004,Chievo,Brescia,3,1,H,0,1,A,2,2.87,3.75,2,2.8,4,2.2,2.7,3.2,2,2.8,3.75,2.05,2.8,3.75,2.05,2.8,3.75,2,2.87,3.6,1.95,1.75,2,1.8,2.1,1.75,-0.5,2.1,1.75,-0.5,2.1,1.8,-0.5,G. Paparesta,6,19,2,6,19,20,2,7,3,1,0,0,4,3.1,2,3.6,3.1,2,3.9,3,2,3.3,2.8
I1,25-01-2004,Empoli,Juventus,3,3,D,1,1,D,6,3.25,1.57,6.25,3.25,1.57,5.4,3.5,1.5,5.5,3.25,1.57,5.5,3.2,1.62,5.5,3.2,1.62,6.5,3.3,1.5,1.85,1.85,1.95,1.85,1.8,2.05,1,1.85,2,1,1.8,2.1,1,P. Tagliavento,17,10,8,4,12,16,11,5,1,0,0,0,1.2,5.8,15,1.2,5.45,12,1.2,5.5,12,1.22,4.8
I1,25-01-2004,Lecce,Lazio,0,1,A,0,0,D,3,3,2.25,3,3,2.3,3.2,2.9,2.1,2.75,3,2.38,3.1,3,2.2,3.1,3,2.2,3.3,2.87,2.1,1.79,1.9,1.85,1.95,1.9,1.95,0.25,1.9,1.95,0.25,1.925,1.975,0.25,L. Palanca,9,10,4,5,12,21,8,1,2,2,1,0,1.95,3,4.33,2,3,3.75,2,3,3.9,2.1,2.7
I1,25-01-2004,Milan,Ancona,5,0,H,0,0,D,1.1,7,15,1.1,7.1,18.2,1.12,6,14,1.12,6,15,1.11,6.5,17,1.11,6.5,17,1.1,6.5,17,1.5,2.35,,,1.95,1.9,-2,,,,2,1.9,-2,P. Bertini,10,20,5,10,10,19,6,7,2,3,0,0,6,3.4,1.61,5.8,3.3,1.6,5.75,3.3,1.62,4.8,2.9
I1,25-01-2004,Modena,Inter,1,1,D,1,1,D,3.8,3,1.9,4.2,3.1,1.85,4,3,1.8,3.75,3,1.91,4,2.9,1.91,4,2.9,1.91,4,2.87,1.9,1.95,1.75,2.05,1.75,1.95,1.9,0.5,2,1.85,0.5,1.975,1.925,0.5,G. Rocchi,9,11,4,6,20,21,3,4,3,2,0,0,2.3,3,3.25,2.25,3,3.15,2.2,3,3.3,2.2,2.9
I1,25-01-2004,Parma,Bologna,0,0,D,0,0,D,1.8,3,4.33,1.85,2.85,4.75,1.8,2.8,4.4,1.73,2.88,5,1.75,3,4.75,1.75,3,4.75,1.8,2.9,4.5,1.9,1.79,2.05,1.75,2,1.85,-0.5,2,1.85,-0.5,2.025,1.875,-0.5,A. Dattilo,8,3,4,2,16,19,5,2,3,1,0,0,2,3.1,4,1.95,3.1,3.8,1.95,3,3.9,2,2.8
I1,25-01-2004,Roma,Udinese,1,1,D,1,0,H,1.4,4,9,1.36,4,8.4,1.4,3.7,6.5,1.36,3.75,8,1.36,4,7.5,1.36,4,7.5,1.36,3.75,8,1.71,2,1.85,1.95,1.85,2,-1,1.85,2,-1,1.875,2.025,-1,P. Dondarini,7,5,3,1,19,14,6,3,3,2,1,1,2.1,2.8,4,2.15,2.95,3.4,2.1,2.9,3.6,1.9,2.9
I1,28-01-2004,Milan,Siena,2,1,H,1,0,H,1.2,5.5,10,1.2,5,12,1.22,4.6,10,1.2,5,11,1.22,5,10,1.22,5,10,1.2,5,11,1.55,2.15,2.05,,2,1.85,-1.5,1.9,1.95,-1.5,1.95,1.95,-1.5,R. Rosetti,10,10,3,6,20,24,1,7,2,1,0,0,1.72,3.1,5.5,1.7,3.3,4.8,1.7,3.2,5.1,1.75,3.1
I1,31-01-2004,Brescia,Roma,1,0,H,1,0,H,4.5,3.2,1.833,4.3,3,1.85,4,2.9,1.85,4.333,3,1.8,3.75,3.1,1.9,3.75,3.1,1.9,4.5,3.1,1.72,1.75,1.95,1.9,1.9,2,1.85,0.5,2,1.85,0.5,1.95,1.95,0.5,O. Girardi,17,6,9,4,18,17,9,2,0,1,0,0,1.14,6,17,1.16,6,14.5,1.18,5.5,13,1.2,5
I1,31-01-2004,Reggina,Empoli,2,0,H,0,0,D,1.909,2.9,4,1.95,2.9,4,1.85,2.8,4.2,1.909,3,3.75,1.91,2.9,4,1.9,2.9,4,1.9,2.87,4,2.05,1.65,2.05,1.75,2.05,1.8,-0.5,2.1,1.75,-0.5,2.075,1.825,-0.5,M. De Santis,10,6,6,5,31,28,8,2,2,1,0,0,1.16,6,19,1.16,6,14.5,1.17,6,14,1.17,5.5
I1,01-02-2004,Ancona,Lecce,0,2,A,0,1,A,2.7,2.875,2.5,2.6,3,2.55,2.3,2.8,2.9,2.625,2.875,2.5,2.6,3,2.5,2.6,3,2.5,2.7,2.7,2.6,1.85,1.85,2.05,1.75,1.85,2,0,1.9,1.95,0,1.975,1.925,0,G. Lops,11,4,2,2,22,15,5,5,2,3,1,0,2.6,3.1,2.7,2.75,2.85,2.6,2.65,2.9,2.65,2.5,2.9
I1,01-02-2004,Bologna,Milan,0,2,A,0,1,A,4,3.1,1.833,4.4,3.1,1.8,4.2,3.1,1.75,4.333,3,1.8,4.2,3,1.83,4.2,3,1.83,4,3.1,1.8,1.85,1.85,1.9,1.9,1.95,1.9,0.5,1.95,1.9,0.5,1.975,1.925,0.5,M. Trefoloni,6,17,2,11,11,18,5,5,1,0,0,0,4.33,3.1,1.9,4.2,3.25,1.8,4.5,3,1.85,3.8,2.9
I1,01-02-2004,Inter,Siena,4,0,H,1,0,H,1.364,4.333,9,1.33,4.25,8.5,1.33,3.8,8,1.4,3.75,7,1.3,4.33,8.5,1.3,4.33,8.5,1.3,4.2,8.5,1.65,2.05,1.8,2,2.02,1.83,-1.25,2,1.85,-1.25,2.025,1.875,-1.25,G. Paparesta,6,13,1,5,21,22,1,5,5,1,0,1,2,3,4,1.95,3,3.95,2.1,2.9,3.6,2.2,2.8
I1,01-02-2004,Juventus,Chievo,1,0,H,1,0,H,1.286,4.333,9,1.3,4.5,8.8,1.3,4,8.5,1.333,3.75,9,1.3,4.33,8.5,1.3,4.33,8.5,1.28,4.33,8.5,1.6,2.15,1.7,2.1,2.05,1.8,-1.5,1.95,1.9,-1.5,2.05,1.85,-1.5,N. Ayroldi,5,7,4,1,21,19,3,8,3,3,0,0,2,3,4,2,3,3.8,2,3,3.75,2,2.9
I1,01-02-2004,Lazio,Sampdoria,1,1,D,1,0,H,1.727,3,5,1.7,3.1,5.15,1.8,3.1,3.8,1.727,2.875,5,1.67,3.2,5,1.66,3.2,5,1.66,3.1,5,1.79,1.9,1.9,1.9,1.7,2.15,-0.5,1.75,2.1,-0.5,1.8,2.1,-0.5,D. Tombolini,12,7,6,3,21,11,1,8,1,2,0,1,1.9,3.1,4.33,1.95,3.1,3.85,1.9,3,4.1,2,2.9
I1,01-02-2004,Perugia,Parma,2,2,D,2,2,D,2.5,3,2.625,2.45,2.9,2.85,2.4,2.8,2.8,2.375,3,2.75,2.5,2.88,2.7,2.5,2.87,2.7,2.25,2.87,3,1.79,1.9,1.9,1.9,2.1,1.75,-0.25,1.75,2.1,0,1.8,2.1,0,M. Saccani,19,8,7,5,21,19,5,5,2,2,0,0,2.4,3,3,2.3,2.9,3.15,2.45,2.9,2.9,2.4,2.9
I1,01-02-2004,Udinese,Modena,1,0,H,0,0,D,1.667,3.2,5,1.67,3.1,5.5,1.65,3.1,4.8,1.615,3.2,5.5,1.62,3.2,5.5,1.61,3.2,5.5,1.61,3.1,5.5,2,1.71,2.1,1.7,1.8,2.05,-0.75,1.8,2.05,-0.75,1.85,2.05,-0.75,P. Bertini,12,13,6,6,20,25,7,6,2,2,0,0,5.5,3.4,1.66,5.1,3.2,1.7,5,3.2,1.7,4.5,3.1
I1,07-02-2004,Chievo,Lecce,2,3,A,1,2,A,1.667,3.2,5,1.7,3.2,5,1.7,3.1,4.4,1.727,2.875,5,1.73,3.2,4.5,1.72,3.2,4.5,1.72,3.1,4.5,1.75,1.95,1.9,1.9,2,1.85,-0.75,1.95,1.9,-0.75,2.05,1.85,-0.75,S. Farina,6,6,3,3,26,28,4,4,2,3,0,0,3.75,3.2,2,3.65,3.1,2,3.75,3,2,3.5,3
I1,07-02-2004,Udinese,Bologna,1,3,A,1,1,D,1.909,3.1,4.333,1.8,2.8,5.25,1.85,2.8,4.2,1.8,2.75,5,1.83,2.88,4.5,1.83,2.87,4.5,1.9,2.7,4.33,2.05,1.65,2.15,1.66,1.95,1.9,-0.5,2,1.85,-0.5,1.975,1.925,-0.5,L. Palanca,5,6,4,2,16,18,3,1,3,3,0,2,2.62,3,2.75,2.7,2.85,2.65,2.5,3,2.7,2.55,2.9
I1,08-02-2004,Empoli,Siena,1,0,H,0,0,D,2.2,3,2.1,2.1,2.82,3.65,2,2.8,3.6,2.1,3,3.2,2.1,2.88,3.4,2.1,2.87,3.4,2.2,2.8,3.2,1.85,1.85,1.95,1.85,1.95,1.9,-0.25,1.9,1.95,-0.25,1.925,1.975,-0.25,M. Ciampi,16,15,11,7,19,22,4,10,1,4,0,0,1.72,3.2,5.5,1.7,3.2,5,1.7,3.2,5,1.7,3.1
I1,08-02-2004,Milan,Perugia,2,1,H,0,0,D,1.143,6.5,12,1.15,6.2,14,1.2,4.8,11,1.143,5.5,15,1.17,5.5,13,1.16,5.5,13,1.16,5.5,12,1.55,2.25,1.7,2.1,1.85,2,-1.5,2,1.9,-1.5,2,1.9,-1.5,A. Giannoccaro,8,9,3,5,17,24,1,2,2,4,1,0,2.05,3,4,2,3.1,3.65,2,3,3.75,2,2.9
I1,08-02-2004,Modena,Ancona,2,1,H,1,1,D,1.571,3.25,6,1.5,3.55,6.5,1.6,3.2,5,1.571,3.25,5.5,1.53,3.4,6,1.53,3.4,6,,,,1.95,1.75,2,1.8,2,1.85,-1,1.95,1.9,-1,1.8,2.1,-0.75,N. Stefanini,13,11,8,5,17,15,5,3,1,1,0,0,1.57,3.5,6.5,1.5,3.5,6.75,1.55,3.3,6.5,1.6,3.3
I1,08-02-2004,Parma,Lazio,0,3,A,0,1,A,2.4,3.1,2.625,2.6,3,2.6,2.2,2.9,3,2.375,3,2.75,2.38,3,2.75,2.4,3,2.75,2.4,2.9,2.75,1.9,1.79,2.1,1.7,1.88,2,0,1.9,1.95,0,1.925,1.975,0,P. Mazzoleni,20,9,9,6,15,21,5,3,1,2,0,0,1.18,6,15,1.21,5.2,13,1.18,5.2,16,1.22,4.8
I1,08-02-2004,Reggina,Brescia,0,0,D,0,0,D,2.2,2.8,3.25,2.2,2.75,3.5,2.2,2.6,3.3,2.25,2.75,3.2,2.2,2.8,3.3,2.2,2.8,3.3,2.1,2.8,3.4,1.85,1.85,1.95,1.85,2.02,1.83,-0.25,2.1,1.75,-0.25,2.1,1.8,-0.25,M. De Santis,9,6,6,3,19,20,4,7,1,1,1,0,2,3.1,4,2.05,2.9,3.75,1.9,2.95,4.25,1.85,3
I1,08-02-2004,Roma,Juventus,4,0,H,1,0,H,2.5,3,2.9,2.45,2.9,2.85,2.3,2.7,3,2.375,2.8,2.875,2.3,2.88,3,2.3,2.87,3,2.3,2.8,3,1.95,1.75,1.95,1.85,1.75,2.1,0,1.75,2.1,0,1.85,2.05,0,M. Saccani,6,13,0,4,37,15,5,5,2,2,0,0,7,3.5,1.53,6.3,3.4,1.55,6,3.4,1.55,5,3.2
I1,08-02-2004,Sampdoria,Inter,2,2,D,0,1,A,2.75,3,2.375,3,3,2.3,2.9,2.8,2.3,2.8,2.875,2.375,3,3,2.25,3,3,2.25,3,2.87,2.25,1.85,1.85,2.05,1.75,1.95,1.9,0.25,2.05,1.8,0.25,1.975,1.925,0.25,S. Racalbuto,10,12,3,4,20,25,6,5,1,2,0,0,4.2,3.2,1.9,3.85,3.2,1.9,4,3.1,1.9,4,3
